# target name	accession	tlen	query name	accession	qlen	E-value	score	bias	#	of	c-Evalue	i-Evalue	score	bias	from	to	from	to	from	to	acc	description of target
zf-C3HC4_2	PF13923.7	40	Kfar_NFI1	-	748	2.1	8.2	4.9	1	2	0.0021	4.7	7.1	4.4	1	40	344	387	344	387	0.86	Zinc finger, C3HC4 type (RING finger)
zf-C3HC4_2	PF13923.7	40	Kfar_NFI1	-	748	2.1	8.2	4.9	2	2	0.14	3.20E+02	1.3	0.7	1	9	383	391	383	400	0.75	Zinc finger, C3HC4 type (RING finger)
PINIT	PF14324.7	138	Knag_NFI1	-	742	3.10E-31	108.7	0.2	1	1	2.90E-34	5.80E-31	107.8	0.2	3	138	156	292	154	292	0.9	PINIT domain
zf-MIZ	PF02891.21	50	Knag_NFI1	-	742	5.30E-22	77.3	7.3	1	1	5.00E-25	1.00E-21	76.4	7.3	1	49	338	386	338	387	0.98	MIZ/SP-RING zinc finger
SAP	PF02037.28	35	Knag_NFI1	-	742	1.50E-10	40.6	0.2	1	1	1.90E-13	3.90E-10	39.3	0.2	3	35	47	79	46	79	0.95	SAP domain
zf-Nse	PF11789.9	58	Knag_NFI1	-	742	2.60E-08	33.7	0.9	1	1	2.50E-11	5.10E-08	32.7	0.9	1	58	329	385	329	385	0.84	Zinc-finger of the MIZ type in Nse subunit
SAP_new25	PF18953.1	51	Knag_NFI1	-	742	9.80E-06	25.1	0	1	1	1.20E-08	2.50E-05	23.8	0	11	40	51	80	49	84	0.93	SAP domain-containing new25
zf-RING_UBOX	PF13445.7	40	Knag_NFI1	-	742	0.019	15	2.6	1	1	2.00E-05	0.04	14	2.6	1	40	342	382	342	382	0.92	RING-type zinc-finger
Prok-RING_4	PF14447.7	46	Knag_NFI1	-	742	0.33	10.9	1.4	1	1	0.00035	0.7	9.8	1.4	15	42	357	390	339	393	0.81	Prokaryotic RING finger family 4
zf-C3HC4_2	PF13923.7	40	Knag_NFI1	-	742	0.41	10.5	3.9	1	1	0.00041	0.84	9.5	3.9	1	40	341	384	341	384	0.86	Zinc finger, C3HC4 type (RING finger)
zf-RING_2	PF13639.7	44	Knag_NFI1	-	742	2.2	8.8	4	1	1	0.0018	3.7	8	4	2	43	341	384	340	385	0.71	Ring finger domain
PINIT	PF14324.7	138	Ncas_NFI1	-	900	6.50E-33	114.1	0.1	1	1	7.70E-36	1.60E-32	112.9	0.1	2	137	152	288	151	289	0.92	PINIT domain
zf-MIZ	PF02891.21	50	Ncas_NFI1	-	900	3.20E-22	78	8	1	1	2.90E-25	5.90E-22	77.2	8	1	49	335	383	335	384	0.98	MIZ/SP-RING zinc finger
SAP	PF02037.28	35	Ncas_NFI1	-	900	2.90E-08	33.3	0	1	1	2.60E-11	5.20E-08	32.5	0	2	35	27	60	26	60	0.95	SAP domain
zf-Nse	PF11789.9	58	Ncas_NFI1	-	900	2.70E-05	24	0.5	1	1	3.00E-08	6.10E-05	22.9	0.5	6	57	331	381	326	382	0.8	Zinc-finger of the MIZ type in Nse subunit
SAP_new25	PF18953.1	51	Ncas_NFI1	-	900	0.00014	21.4	0	1	1	1.30E-07	0.00027	20.5	0	11	41	32	62	30	67	0.92	SAP domain-containing new25
zf-RING_UBOX	PF13445.7	40	Ncas_NFI1	-	900	0.00077	19.5	1.8	1	1	7.80E-07	0.0016	18.5	1.8	1	40	339	379	339	379	0.92	RING-type zinc-finger
DUF4840	PF16128.6	141	Ncas_NFI1	-	900	0.043	13.9	0.7	1	2	0.00061	1.2	9.2	0.3	13	58	122	169	115	177	0.75	Domain of unknown function (DUF4840)
DUF4840	PF16128.6	141	Ncas_NFI1	-	900	0.043	13.9	0.7	2	2	0.099	2.00E+02	2	0	38	65	382	409	374	416	0.79	Domain of unknown function (DUF4840)
zf-C3HC4_2	PF13923.7	40	Ncas_NFI1	-	900	0.21	11.5	3.4	1	1	0.00022	0.45	10.4	3.4	1	40	338	381	338	381	0.86	Zinc finger, C3HC4 type (RING finger)
zf-RING_2	PF13639.7	44	Ncas_NFI1	-	900	1.5	9.2	3.2	1	1	0.0013	2.5	8.5	3.2	2	44	338	382	337	382	0.68	Ring finger domain
PINIT	PF14324.7	138	Ndai_NFI1	-	925	1.80E-32	112.7	0.5	1	2	9.10E-36	1.80E-32	112.7	0.5	2	138	155	294	154	294	0.94	PINIT domain
PINIT	PF14324.7	138	Ndai_NFI1	-	925	1.80E-32	112.7	0.5	2	2	5.9	1.20E+04	-3.4	2	48	97	544	606	528	629	0.5	PINIT domain
zf-MIZ	PF02891.21	50	Ndai_NFI1	-	925	1.30E-21	76.1	7.3	1	1	1.10E-24	2.30E-21	75.3	7.3	1	49	341	389	341	390	0.97	MIZ/SP-RING zinc finger
SAP	PF02037.28	35	Ndai_NFI1	-	925	3.90E-10	39.3	0.1	1	1	3.80E-13	7.80E-10	38.3	0.1	2	34	31	63	30	64	0.94	SAP domain
SAP_new25	PF18953.1	51	Ndai_NFI1	-	925	2.10E-06	27.2	0.1	1	1	2.60E-09	5.20E-06	26	0.1	11	40	36	65	35	69	0.94	SAP domain-containing new25
zf-Nse	PF11789.9	58	Ndai_NFI1	-	925	5.30E-05	23.1	1.2	1	1	6.10E-08	0.00012	21.9	1.2	6	57	337	387	332	388	0.79	Zinc-finger of the MIZ type in Nse subunit
WIYLD	PF10440.10	61	Ndai_NFI1	-	925	0.00028	20.6	0.5	1	2	0.0021	4.3	7.3	0	30	49	91	110	88	114	0.91	Ubiquitin-binding WIYLD domain
WIYLD	PF10440.10	61	Ndai_NFI1	-	925	0.00028	20.6	0.5	2	2	0.00019	0.38	10.6	0.1	26	52	182	209	173	210	0.9	Ubiquitin-binding WIYLD domain
zf-RING_UBOX	PF13445.7	40	Ndai_NFI1	-	925	0.0057	16.7	2.4	1	1	6.60E-06	0.013	15.5	2.4	1	40	345	385	345	385	0.91	RING-type zinc-finger
zf-C3HC4_2	PF13923.7	40	Ndai_NFI1	-	925	0.7	9.8	3.7	1	1	0.00071	1.4	8.8	3.7	1	40	344	387	344	387	0.86	Zinc finger, C3HC4 type (RING finger)
CAS_C	PF12026.9	206	Ndai_NFI1	-	925	1.4	8.9	8.9	1	2	1.1	2.20E+03	-1.5	0.1	45	73	132	140	100	173	0.54	Crk-Associated Substrate C-terminal domain
CAS_C	PF12026.9	206	Ndai_NFI1	-	925	1.4	8.9	8.9	2	2	0.00016	0.32	11	4.4	15	123	482	615	434	619	0.65	Crk-Associated Substrate C-terminal domain
PINIT	PF14324.7	138	Tpha_NFI1	-	521	3.60E-25	89.1	0.2	1	1	2.50E-28	7.70E-25	88	0.2	2	138	47	186	46	186	0.91	PINIT domain
zf-MIZ	PF02891.21	50	Tpha_NFI1	-	521	4.10E-19	68.1	4.6	1	1	2.30E-22	6.90E-19	67.4	4.6	1	49	227	275	227	276	0.97	MIZ/SP-RING zinc finger
zf-Nse	PF11789.9	58	Tpha_NFI1	-	521	2.20E-07	30.7	0.8	1	1	1.90E-10	5.80E-07	29.4	0.8	8	57	225	273	219	274	0.87	Zinc-finger of the MIZ type in Nse subunit
zf-RING_UBOX	PF13445.7	40	Tpha_NFI1	-	521	0.031	14.3	1	1	2	1.00E-05	0.031	14.3	1	1	40	231	271	231	271	0.87	RING-type zinc-finger
zf-RING_UBOX	PF13445.7	40	Tpha_NFI1	-	521	0.031	14.3	1	2	2	0.27	8.30E+02	0.2	0.7	1	5	270	274	270	278	0.87	RING-type zinc-finger
zf-C3HC4_2	PF13923.7	40	Tpha_NFI1	-	521	0.053	13.4	2.2	1	1	5.40E-05	0.16	11.8	2.2	2	40	231	273	230	273	0.82	Zinc finger, C3HC4 type (RING finger)
zf-RING_2	PF13639.7	44	Tpha_NFI1	-	521	1.1	9.7	7.6	1	2	6	1.80E+04	-4.3	0.1	37	43	97	103	93	104	0.52	Ring finger domain
zf-RING_2	PF13639.7	44	Tpha_NFI1	-	521	1.1	9.7	7.6	2	2	4.80E-05	0.15	12.5	3.4	3	44	231	274	229	274	0.71	Ring finger domain
PINIT	PF14324.7	138	Vpol_NFI1	-	860	2.20E-31	109.2	0.4	1	1	4.60E-34	7.70E-31	107.4	0.4	2	138	155	291	154	291	0.93	PINIT domain
zf-MIZ	PF02891.21	50	Vpol_NFI1	-	860	4.00E-22	77.7	7.4	1	1	4.10E-25	6.80E-22	77	7.4	1	49	336	384	336	385	0.97	MIZ/SP-RING zinc finger
SAP	PF02037.28	35	Vpol_NFI1	-	860	2.30E-11	43.2	0.4	1	1	2.80E-14	4.70E-11	42.2	0.4	1	35	28	62	28	62	0.97	SAP domain
SAP_new25	PF18953.1	51	Vpol_NFI1	-	860	1.80E-08	33.8	0.1	1	1	2.60E-11	4.20E-08	32.7	0.1	11	40	34	63	33	67	0.95	SAP domain-containing new25
zf-Nse	PF11789.9	58	Vpol_NFI1	-	860	1.30E-06	28.2	0.8	1	1	1.70E-09	2.90E-06	27.1	0.8	1	57	327	382	327	383	0.87	Zinc-finger of the MIZ type in Nse subunit
zf-RING_UBOX	PF13445.7	40	Vpol_NFI1	-	860	0.00061	19.8	2.4	1	1	8.00E-07	0.0013	18.7	2.4	1	40	340	380	340	380	0.92	RING-type zinc-finger
zf-C3HC4_4	PF15227.7	42	Vpol_NFI1	-	860	0.47	10.7	3.6	1	1	0.00052	0.86	9.8	3.6	1	42	340	382	340	382	0.9	zinc finger of C3HC4-type, RING
Cwf_Cwc_15	PF04889.13	247	Vpol_NFI1	-	860	0.86	9.3	10	1	1	0.00099	1.6	8.4	10	54	156	435	542	421	543	0.44	Cwf15/Cwc15 cell cycle control protein
zf-RING_2	PF13639.7	44	Vpol_NFI1	-	860	0.86	10	3.9	1	1	0.001	1.7	9.1	3.9	2	44	339	383	338	383	0.69	Ring finger domain
zf-WRNIP1_ubi	PF18279.2	21	Vpol_NFI1	-	860	1.4	9.8	4.1	1	2	0.085	1.40E+02	3.5	0.1	3	19	338	356	337	359	0.77	Werner helicase-interacting protein 1 ubiquitin-binding domain
zf-WRNIP1_ubi	PF18279.2	21	Vpol_NFI1	-	860	1.4	9.8	4.1	2	2	0.01	17	6.4	0.9	4	9	378	383	376	386	0.89	Werner helicase-interacting protein 1 ubiquitin-binding domain
zf-C3HC4_2	PF13923.7	40	Vpol_NFI1	-	860	4.2	7.3	5.8	1	2	0.0061	10	6.1	4.6	1	40	339	382	339	382	0.76	Zinc finger, C3HC4 type (RING finger)
zf-C3HC4_2	PF13923.7	40	Vpol_NFI1	-	860	4.2	7.3	5.8	2	2	0.23	3.90E+02	1	1	1	18	378	394	378	397	0.69	Zinc finger, C3HC4 type (RING finger)
HMG_box	PF00505.20	69	Vpol_IXR1	-	195	3.00E-28	98	5.9	1	2	6.30E-21	2.30E-17	63.2	0.6	1	65	53	117	53	121	0.96	HMG (high mobility group) box
HMG_box	PF00505.20	69	Vpol_IXR1	-	195	3.00E-28	98	5.9	2	2	5.30E-13	1.90E-09	37.8	0.5	1	66	126	191	126	193	0.95	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Vpol_IXR1	-	195	5.30E-16	59	3.2	1	2	1.90E-12	6.80E-09	36.2	0.1	4	66	53	114	50	121	0.89	HMG-box domain
HMG_box_2	PF09011.11	73	Vpol_IXR1	-	195	5.30E-16	59	3.2	2	2	2.00E-08	7.30E-05	23.3	0.6	4	64	126	185	125	193	0.87	HMG-box domain
Arg_decarbox_C	PF17944.2	50	Vpol_IXR1	-	195	0.0067	16.9	0.7	1	2	0.00088	3.2	8.3	0	10	47	78	113	74	113	0.76	Arginine decarboxylase C-terminal helical extension
Arg_decarbox_C	PF17944.2	50	Vpol_IXR1	-	195	0.0067	16.9	0.7	2	2	0.0024	8.9	6.9	0.1	16	45	154	184	141	185	0.77	Arginine decarboxylase C-terminal helical extension
MlaC	PF05494.13	166	Vpol_IXR1	-	195	0.0086	15.9	0.1	1	2	0.0052	19	5	0	47	72	87	112	72	128	0.8	MlaC protein
MlaC	PF05494.13	166	Vpol_IXR1	-	195	0.0086	15.9	0.1	2	2	0.00033	1.2	8.9	0	47	70	160	183	134	186	0.83	MlaC protein
Catalase-rel	PF06628.13	65	Vpol_IXR1	-	195	0.092	13	0.2	1	2	0.0037	13	6	0	12	36	88	112	87	119	0.87	Catalase-related immune-responsive
Catalase-rel	PF06628.13	65	Vpol_IXR1	-	195	0.092	13	0.2	2	2	0.01	37	4.6	0.1	13	30	162	179	161	192	0.79	Catalase-related immune-responsive
HMG_box	PF00505.20	69	Tpha_IXR1	-	453	6.60E-33	113	4.4	1	2	2.80E-22	1.30E-18	67.2	1	1	68	252	319	252	320	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Tpha_IXR1	-	453	6.60E-33	113	4.4	2	2	1.20E-15	5.40E-12	46	0.1	1	61	325	385	325	391	0.91	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Tpha_IXR1	-	453	1.70E-16	60.5	9.7	1	3	0.37	1.70E+03	-0.3	1.9	13	37	33	57	28	59	0.73	HMG-box domain
HMG_box_2	PF09011.11	73	Tpha_IXR1	-	453	1.70E-16	60.5	9.7	2	3	9.10E-14	4.20E-10	40.1	0.5	4	65	252	312	248	319	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Tpha_IXR1	-	453	1.70E-16	60.5	9.7	3	3	2.60E-08	0.00012	22.6	0	4	59	325	379	324	387	0.92	HMG-box domain
CHDNT	PF08073.13	54	Tpha_IXR1	-	453	2.70E-08	33.6	0	1	2	0.00035	1.6	8.7	0	14	50	258	294	256	297	0.91	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Tpha_IXR1	-	453	2.70E-08	33.6	0	2	2	2.50E-08	0.00011	22	0	18	48	335	365	332	367	0.95	CHDNT (NUC034) domain
Phostensin_N	PF13916.7	86	Tpha_IXR1	-	453	7.4	7	16.6	1	3	0.00041	1.9	8.9	4.3	42	76	15	49	2	58	0.71	PP1-regulatory protein, Phostensin N-terminal
Phostensin_N	PF13916.7	86	Tpha_IXR1	-	453	7.4	7	16.6	2	3	0.0072	33	4.9	1.8	42	77	158	195	131	216	0.66	PP1-regulatory protein, Phostensin N-terminal
Phostensin_N	PF13916.7	86	Tpha_IXR1	-	453	7.4	7	16.6	3	3	2.1	9.80E+03	-3	0	22	47	407	430	402	432	0.67	PP1-regulatory protein, Phostensin N-terminal
HMG_box	PF00505.20	69	Ndai_IXR1	-	632	1.20E-32	112.2	16.7	1	3	0.32	1.90E+03	-0.6	1.1	47	67	297	317	279	320	0.79	HMG (high mobility group) box
HMG_box	PF00505.20	69	Ndai_IXR1	-	632	1.20E-32	112.2	16.7	2	3	1.30E-21	8.10E-18	64.6	0.8	1	68	384	451	384	452	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Ndai_IXR1	-	632	1.20E-32	112.2	16.7	3	3	5.50E-19	3.40E-15	56.2	1.5	1	66	457	522	457	523	0.97	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Ndai_IXR1	-	632	3.70E-15	56.3	4.1	1	5	3	1.80E+04	-4.1	0.9	23	36	47	61	42	80	0.59	HMG-box domain
HMG_box_2	PF09011.11	73	Ndai_IXR1	-	632	3.70E-15	56.3	4.1	2	5	3	1.80E+04	-4.1	1.2	19	63	70	78	51	88	0.6	HMG-box domain
HMG_box_2	PF09011.11	73	Ndai_IXR1	-	632	3.70E-15	56.3	4.1	3	5	3	1.80E+04	-11.7	13	57	69	303	315	279	360	0.53	HMG-box domain
HMG_box_2	PF09011.11	73	Ndai_IXR1	-	632	3.70E-15	56.3	4.1	4	5	1.80E-13	1.10E-09	38.8	0.5	4	61	384	440	381	452	0.91	HMG-box domain
HMG_box_2	PF09011.11	73	Ndai_IXR1	-	632	3.70E-15	56.3	4.1	5	5	6.60E-10	4.00E-06	27.3	0.2	4	60	457	512	456	522	0.91	HMG-box domain
CHDNT	PF08073.13	54	Ndai_IXR1	-	632	1.10E-09	38.1	0	1	2	3.80E-05	0.23	11.4	0	14	49	390	425	388	428	0.93	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Ndai_IXR1	-	632	1.10E-09	38.1	0	2	2	6.00E-09	3.60E-05	23.6	0	18	48	467	497	464	501	0.95	CHDNT (NUC034) domain
HMG_box	PF00505.20	69	Ncas_IXR1	-	556	2.70E-35	120.6	9.6	1	2	1.90E-22	1.20E-18	67.3	1.9	1	68	343	410	343	411	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Ncas_IXR1	-	556	2.70E-35	120.6	9.6	2	2	4.00E-19	2.50E-15	56.7	1.1	1	66	416	481	416	482	0.97	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Ncas_IXR1	-	556	9.80E-16	58.1	5.2	1	5	3	1.80E+04	-3.9	2.5	53	69	79	95	53	111	0.61	HMG-box domain
HMG_box_2	PF09011.11	73	Ncas_IXR1	-	556	9.80E-16	58.1	5.2	2	5	3	1.80E+04	-4.9	3.3	57	70	83	96	72	124	0.6	HMG-box domain
HMG_box_2	PF09011.11	73	Ncas_IXR1	-	556	9.80E-16	58.1	5.2	3	5	3	1.80E+04	-5.1	3.7	44	44	265	265	236	297	0.43	HMG-box domain
HMG_box_2	PF09011.11	73	Ncas_IXR1	-	556	9.80E-16	58.1	5.2	4	5	6.70E-14	4.10E-10	40.1	1	4	65	343	403	340	411	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Ncas_IXR1	-	556	9.80E-16	58.1	5.2	5	5	3.50E-10	2.10E-06	28.2	0.2	4	59	416	470	415	480	0.92	HMG-box domain
CHDNT	PF08073.13	54	Ncas_IXR1	-	556	2.70E-09	36.8	0	1	2	4.90E-05	0.3	11	0	14	50	349	385	347	388	0.92	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Ncas_IXR1	-	556	2.70E-09	36.8	0	2	2	1.10E-08	6.60E-05	22.7	0	18	48	426	456	423	460	0.95	CHDNT (NUC034) domain
HMG_box	PF00505.20	69	Knag_IXR1	-	644	1.60E-29	102.1	14.2	1	3	2.2	1.30E+04	-3.3	1.6	48	60	282	294	277	305	0.53	HMG (high mobility group) box
HMG_box	PF00505.20	69	Knag_IXR1	-	644	1.60E-29	102.1	14.2	2	3	5.20E-21	3.10E-17	62.8	0.8	1	68	379	446	379	447	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Knag_IXR1	-	644	1.60E-29	102.1	14.2	3	3	1.60E-16	9.80E-13	48.4	0.1	1	64	452	515	452	518	0.92	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Knag_IXR1	-	644	7.20E-17	61.8	1.5	1	4	1.9	1.20E+04	-3	0.4	52	68	97	113	83	117	0.73	HMG-box domain
HMG_box_2	PF09011.11	73	Knag_IXR1	-	644	7.20E-17	61.8	1.5	2	4	0.24	1.50E+03	-0.1	1.8	48	65	290	307	276	316	0.76	HMG-box domain
HMG_box_2	PF09011.11	73	Knag_IXR1	-	644	7.20E-17	61.8	1.5	3	4	1.30E-13	8.00E-10	39.2	0.6	4	61	379	435	376	447	0.91	HMG-box domain
HMG_box_2	PF09011.11	73	Knag_IXR1	-	644	7.20E-17	61.8	1.5	4	4	1.10E-10	6.40E-07	29.9	0	4	60	452	507	451	515	0.91	HMG-box domain
CHDNT	PF08073.13	54	Knag_IXR1	-	644	2.30E-08	33.8	0	1	2	2.80E-05	0.17	11.8	0	14	51	385	422	383	424	0.92	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Knag_IXR1	-	644	2.30E-08	33.8	0	2	2	1.60E-07	0.00095	19	0	18	47	462	491	459	494	0.95	CHDNT (NUC034) domain
HMG_box	PF00505.20	69	Kfar_IXR1	-	486	6.10E-32	109.9	15.8	1	3	0.7	4.30E+03	-1.8	1.5	46	66	258	278	254	281	0.85	HMG (high mobility group) box
HMG_box	PF00505.20	69	Kfar_IXR1	-	486	6.10E-32	109.9	15.8	2	3	3.70E-21	2.30E-17	63.2	1.6	1	68	324	391	324	392	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Kfar_IXR1	-	486	6.10E-32	109.9	15.8	3	3	8.50E-19	5.20E-15	55.6	0.3	1	63	397	459	397	463	0.93	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Kfar_IXR1	-	486	1.50E-18	67.2	3.4	1	5	3	1.80E+04	-4.1	0.8	54	69	44	59	43	62	0.58	HMG-box domain
HMG_box_2	PF09011.11	73	Kfar_IXR1	-	486	1.50E-18	67.2	3.4	2	5	3	1.80E+04	-3.6	0.1	14	31	72	88	71	91	0.73	HMG-box domain
HMG_box_2	PF09011.11	73	Kfar_IXR1	-	486	1.50E-18	67.2	3.4	3	5	2.3	1.40E+04	-3.2	1.1	56	61	264	269	248	287	0.53	HMG-box domain
HMG_box_2	PF09011.11	73	Kfar_IXR1	-	486	1.50E-18	67.2	3.4	4	5	2.90E-14	1.80E-10	41.3	1.2	4	65	324	384	320	392	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Kfar_IXR1	-	486	1.50E-18	67.2	3.4	5	5	5.40E-12	3.30E-08	34	0	4	60	397	452	396	462	0.91	HMG-box domain
CHDNT	PF08073.13	54	Kfar_IXR1	-	486	9.90E-11	41.4	0	1	2	1.00E-05	0.063	13.2	0	14	50	330	366	328	369	0.92	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Kfar_IXR1	-	486	9.90E-11	41.4	0	2	2	2.00E-09	1.20E-05	25	0	18	49	407	438	404	442	0.93	CHDNT (NUC034) domain
HMG_box	PF00505.20	69	Cgla_IXR1	-	504	3.10E-35	120.4	8.6	1	2	5.40E-23	3.30E-19	69.1	1.5	1	68	306	373	306	374	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Cgla_IXR1	-	504	3.10E-35	120.4	8.6	2	2	2.60E-18	1.60E-14	54.1	0.9	1	66	379	444	379	446	0.96	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Cgla_IXR1	-	504	2.30E-17	63.3	12	1	3	3	1.80E+04	-3.7	0.3	14	31	111	127	109	132	0.71	HMG-box domain
HMG_box_2	PF09011.11	73	Cgla_IXR1	-	504	2.30E-17	63.3	12	2	3	5.10E-15	3.10E-11	43.7	1.5	4	65	306	366	302	374	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Cgla_IXR1	-	504	2.30E-17	63.3	12	3	3	2.20E-09	1.30E-05	25.7	0.1	4	60	379	434	378	451	0.9	HMG-box domain
CHDNT	PF08073.13	54	Cgla_IXR1	-	504	2.70E-09	36.8	0	1	2	2.40E-05	0.14	12	0	14	51	312	349	310	351	0.93	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Cgla_IXR1	-	504	2.70E-09	36.8	0	2	2	1.90E-08	0.00012	21.9	0	18	48	389	419	386	422	0.96	CHDNT (NUC034) domain
HMG_box	PF00505.20	69	Suva_IXR1	-	612	4.40E-31	107.1	17.4	1	3	5	1.80E+04	-4.9	2.1	55	58	350	353	334	366	0.5	HMG (high mobility group) box
HMG_box	PF00505.20	69	Suva_IXR1	-	612	4.40E-31	107.1	17.4	2	3	3.10E-21	1.10E-17	64.2	2.3	1	68	392	459	392	460	0.98	HMG (high mobility group) box
HMG_box	PF00505.20	69	Suva_IXR1	-	612	4.40E-31	107.1	17.4	3	3	4.60E-18	1.70E-14	54	0.3	1	66	465	530	465	531	0.95	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Suva_IXR1	-	612	3.00E-15	56.6	5.2	1	4	5	1.80E+04	-4.1	1.6	65	67	64	66	51	82	0.53	HMG-box domain
HMG_box_2	PF09011.11	73	Suva_IXR1	-	612	3.00E-15	56.6	5.2	2	4	5	1.80E+04	-11.9	13.2	19	64	321	365	300	373	0.6	HMG-box domain
HMG_box_2	PF09011.11	73	Suva_IXR1	-	612	3.00E-15	56.6	5.2	3	4	1.60E-13	6.00E-10	39.6	2.2	4	65	392	452	388	460	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Suva_IXR1	-	612	3.00E-15	56.6	5.2	4	4	2.20E-09	8.00E-06	26.4	0.1	4	59	465	519	464	528	0.92	HMG-box domain
CHDNT	PF08073.13	54	Suva_IXR1	-	612	3.20E-08	33.4	0	1	2	9.40E-05	0.34	10.8	0	14	51	398	435	396	437	0.92	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Suva_IXR1	-	612	3.20E-08	33.4	0	2	2	1.70E-07	0.00063	19.6	0	18	48	475	505	472	508	0.96	CHDNT (NUC034) domain
Exonuc_VII_L	PF02601.16	305	Suva_IXR1	-	612	0.0018	18	23.6	1	2	0.3	1.10E+03	-1.1	19.4	144	261	56	156	17	202	0.37	Exonuclease VII, large subunit
Exonuc_VII_L	PF02601.16	305	Suva_IXR1	-	612	0.0018	18	23.6	2	2	4.80E-07	0.0018	18	23.6	163	263	291	393	215	421	0.6	Exonuclease VII, large subunit
V_ATPase_I	PF01496.20	812	Suva_IXR1	-	612	8.9	4.1	40.3	1	2	0.13	4.60E+02	-1.5	15.9	57	159	36	145	15	209	0.55	V-type ATPase 116kDa subunit family
V_ATPase_I	PF01496.20	812	Suva_IXR1	-	612	8.9	4.1	40.3	2	2	1.50E-05	0.053	11.5	16.4	68	149	289	368	242	409	0.56	V-type ATPase 116kDa subunit family
HMG_box	PF00505.20	69	Skud_IXR1	-	587	1.00E-33	115.6	6.7	1	2	2.60E-21	1.20E-17	64.1	2	1	68	354	421	354	422	0.97	HMG (high mobility group) box
HMG_box	PF00505.20	69	Skud_IXR1	-	587	1.00E-33	115.6	6.7	2	2	7.80E-18	3.60E-14	53	0.2	1	66	427	492	427	493	0.95	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Skud_IXR1	-	587	1.60E-16	60.6	13.9	1	3	1.3	5.90E+03	-2	1.4	16	41	313	338	304	346	0.72	HMG-box domain
HMG_box_2	PF09011.11	73	Skud_IXR1	-	587	1.60E-16	60.6	13.9	2	3	1.10E-13	5.00E-10	39.8	2	4	65	354	414	350	422	0.92	HMG-box domain
HMG_box_2	PF09011.11	73	Skud_IXR1	-	587	1.60E-16	60.6	13.9	3	3	7.30E-10	3.30E-06	27.6	0.1	4	60	427	482	426	491	0.92	HMG-box domain
CHDNT	PF08073.13	54	Skud_IXR1	-	587	2.40E-07	30.5	0	1	2	7.20E-05	0.33	10.9	0	14	51	360	397	358	399	0.92	CHDNT (NUC034) domain
CHDNT	PF08073.13	54	Skud_IXR1	-	587	2.40E-07	30.5	0	2	2	1.50E-06	0.0068	16.3	0	18	48	437	467	434	470	0.95	CHDNT (NUC034) domain
Spo7	PF03907.14	221	Skud_IXR1	-	587	2.1	7.8	7.1	1	2	1.1	5.10E+03	-3.3	0.3	161	161	100	100	53	137	0.59	Spo7-like protein
Spo7	PF03907.14	221	Skud_IXR1	-	587	2.1	7.8	7.1	2	2	4.40E-05	0.2	11.1	1.7	137	207	295	415	277	424	0.6	Spo7-like protein
HMG_box	PF00505.20	69	Smik_IXR1	-	568	2.00E-31	108.3	15.7	1	3	4	1.80E+04	-4.3	1.5	58	65	314	321	304	331	0.52	HMG (high mobility group) box
HMG_box	PF00505.20	69	Smik_IXR1	-	568	2.00E-31	108.3	15.7	2	3	2.50E-21	1.10E-17	64.2	2	1	68	359	426	359	427	0.97	HMG (high mobility group) box
HMG_box	PF00505.20	69	Smik_IXR1	-	568	2.00E-31	108.3	15.7	3	3	3.90E-18	1.80E-14	53.9	0.2	1	66	432	497	432	498	0.95	HMG (high mobility group) box
HMG_box_2	PF09011.11	73	Smik_IXR1	-	568	2.20E-15	57	5.2	1	4	4	1.80E+04	-4.2	1.8	63	68	63	68	52	77	0.47	HMG-box domain
HMG_box_2	PF09011.11	73	Smik_IXR1	-	568	2.20E-15	57	5.2	2	4	0.28	1.30E+03	0.1	2.7	15	41	318	343	315	353	0.86	HMG-box domain
